,Name,Address,Phone Numbers,Year Born,Home Status,Speeding Tickets,Children,Annual Income,Email
406,Aurora Rodriguez,"31069 Third Ave, Metairie, Louisiana",2179579402,1955,Rent,0,0,$158840,auror-rodrigue946@gmail.com
407,James King,"10766 Ninth Dr., Apt 9160, Sunrise Manor, Nevada",9067528363,2014,N/A,0,0,0,james-king972@protonmail.com
408,Adalyn Brooks,"28927 Ninth Place, Enterprise, Nevada",6071206728,1921,Own,0,0,$57833,adalyn_brooks450@gmail.com
409,Maverick Peterson,"12738 Eighth Blvd., Spring Valley, Nevada",7779151189,1996,Rent,0,0,$70895,mavericpeterson977@gmail.com
410,Michael Wright,"2128 Sixth Ave, Apt 5473, East Los Angeles, California",3491348320,1969,Rent,0,0,$236153,michael.wright529@protonmail.com
411,Liam Harris,"10658 Fifth Dr., Arlington, Virginia",5141674390,1957,Rent,0,0,$64970,lia_harris785@outlook.com
412,Olivia Bell,"2402 Cedar Blvd., Apt 7619, Brandon, Florida",2316666177,1933,Rent,0,2,$219914,oliviabel915@aol.com
413,Ryan Davis,"6983 Fifth Blvd., Apt 5717, Enterprise, Nevada",3894858108,2019,N/A,0,0,0,ryadavi480@gmail.com
414,Camilla Nguyen,"8892 Eighth Ln., Apt 167, Metairie, Louisiana",6476915061,1931,Rent,1,0,$139899,camillnguye789@aol.com
415,Ariana Roberts,"33003 Tenth Ln., Apt 9260, Enterprise, Nevada",6978404675,1956,Rent,0,0,$149862,arian-robert271@outlook.com
416,Avery Ortiz,"1044 Second Ave, Apt 3316, Sunrise Manor, Nevada",7176251795,2016,N/A,0,0,0,averyortiz922@aol.com
417,Aaliyah Diaz,"11660 Tenth Dr., Apt 6589, Spring Valley, Nevada",6423448975,1998,Rent,0,1,$54773,aaliya-diaz932@hotmail.com
418,Aria Hernandez,"17032 Second Ave, Apt 6979, Spring Valley, Nevada",6008954252,1981,Rent,0,4,$157467,arihernande887@hotmail.com
419,Carter Hughes,"9661 Ninth Place, Metairie, Louisiana",4662849265,1956,Own,2,0,$201246,carter.hughes642@aol.com
420,Ava Butler,"22088 Seventh Ln., Metairie, Louisiana",9307640353,1988,Own,0,1,$156243,av-butle949@aol.com
421,Michael Adams,"16931 Oak St., Apt 2187, Sunrise Manor, Nevada",7104041213,1977,Rent,0,0,$216600,michael-adam777@aol.com
422,Ariana Russell,"25236 Fifth Blvd., Apt 808, East Los Angeles, California",7144647966,1989,Rent,1,0,$146326,arianarussel568@protonmail.com
423,Paisley Wilson,"5609 Fourth Ln., Apt 4605, Brandon, Florida",3377480118,1955,Rent,0,0,$244730,paisley-wilson391@hotmail.com
424,Lincoln Murphy,"12099 Cedar Place, Apt 1263, Paradise, Nevada",7532557184,1968,Rent,0,0,$204130,lincoln.murph568@yahoo.com
425,Charlotte Bell,"15423 Fifth St., Apt 2405, East Los Angeles, California",9489317540,2020,N/A,0,0,0,charlott.bell229@protonmail.com
426,Gabriel Scott,"1792 First Blvd., Apt 4287, Metairie, Louisiana",3800287353,1974,Own,0,2,$152773,gabrie.scot783@hotmail.com
427,Gianna Roberts,"29561 Sixth Ave, Apt 4161, Paradise, Nevada",6333272169,2009,N/A,0,0,0,giannrobert915@protonmail.com
428,Henry Long,"12048 First Place, Apt 6489, Sunrise Manor, Nevada",3781538264,1996,Rent,0,0,$160695,henrylong550@outlook.com
429,Mia Fisher,"26751 Fourth St., Enterprise, Nevada",3513546563,2019,N/A,0,0,0,mia-fisher66@gmail.com
430,Elijah Ward,"14026 Second Ave, Sunrise Manor, Nevada",4275196296,1997,Own,0,0,$55677,elija-war961@aol.com
431,Hannah Baker,"23599 Cedar Ln., Apt 2978, Sunrise Manor, Nevada",7473762919,2011,N/A,0,0,0,hanna.bake479@aol.com
432,Leah Brooks,"32196 Fifth St., Apt 5853, Arlington, Virginia",9193263632,1951,Rent,1,2,$193167,lea_brooks525@aol.com
433,Paisley Green,"9953 Fourth St., Metairie, Louisiana",4311981838,1933,Rent,0,3,$95214,paislegree19@protonmail.com
434,Evelyn Davis,"16214 Oak Ave, Spring Valley, Nevada",9233211514,1960,Own,0,1,$110685,evelyn.davi443@protonmail.com
435,Lily Peterson,"203 Second St., Apt 6507, Metairie, Louisiana",4572504937,2000,Rent,0,0,$190260,lil.peterso250@protonmail.com
436,Sophia Jackson,"23047 First Blvd., Apt 2049, Sunrise Manor, Nevada",8385936452,1946,Own,0,0,$85869,sophiajackson445@aol.com
437,Muhammad Hughes,"14337 Sixth Ln., Apt 3851, East Los Angeles, California",4657670251,1989,Rent,1,0,$106155,muhammad-hughe573@protonmail.com
438,Aria King,"27167 Tenth St., Spring Valley, Nevada",5976398745,1974,Rent,0,2,$168111,aria.kin834@hotmail.com
439,Charlie Mitchell,"28466 Park St., Apt 1994, Enterprise, Nevada",4789443961,2020,N/A,0,0,0,charlie.mitchel509@gmail.com
440,Jack James,"25195 Tenth Dr., Apt 5242, Arlington, Virginia",3832031395,1968,Rent,0,0,$172607,jac-jame587@gmail.com
441,Jack Gonzalez,"22536 Fifth St., Metairie, Louisiana",4795884636,1949,Rent,0,0,$212998,jack.gonzalez194@aol.com
442,Ryan Green,"5548 Fourth Dr., Brandon, Florida",5106526398,1925,Rent,0,2,$248119,ryan-gree449@gmail.com
443,Alexander Morris,"4795 Eighth Dr., East Los Angeles, California",2621497673,2012,N/A,0,0,0,alexander-morris657@hotmail.com
444,Sarah Jenkins,"556 Second St., Enterprise, Nevada",9430826955,1959,Rent,0,0,$110077,sara-jenkin34@protonmail.com
445,Levi Ramirez,"23173 Oak Ln., Apt 1592, Arlington, Virginia",9616221083,2008,N/A,0,0,0,levi_ramirez388@protonmail.com
446,Emilia Campbell,"21918 Sixth Dr., Spring Valley, Nevada",5391806666,1958,Own,0,3,$104448,emili.campbel483@yahoo.com
447,Muhammad Phillips,"30904 Eighth Ln., Apt 6266, Metairie, Louisiana",4512208751,1977,Rent,0,0,$21447,muhammad-phillip490@outlook.com
448,Camilla Bennett,"4161 Seventh Place, Apt 4063, Paradise, Nevada",6817572400,1994,Rent,0,0,$163265,camilla_bennet91@protonmail.com
449,Harper Rogers,"441 Sixth Ave, Brandon, Florida",3351996681,1930,Rent,1,0,$138127,harpe.rogers220@gmail.com
450,Josiah Nelson,"22481 Cedar Ave, Brandon, Florida",9450599744,1924,Rent,0,0,$68549,josiah_nelso720@yahoo.com
451,Caleb Johnson,"67 Oak Place, Apt 7356, Paradise, Nevada",8673706573,2009,N/A,0,0,0,cale_johnson565@protonmail.com
452,Layla Wright,"24836 Fifth Place, Apt 863, Enterprise, Nevada",8834503925,1997,Own,0,0,$158323,layla_wright856@aol.com
453,Asher Parker,"15385 Ninth Dr., Brandon, Florida",6470563692,2018,N/A,0,0,0,asheparker638@hotmail.com
454,Mateo Morgan,"18971 Third Place, Enterprise, Nevada",7856550631,1921,Rent,0,4,$234145,mate.morga431@protonmail.com
455,Luca Lee,"9894 Ninth Ave, Metairie, Louisiana",6830008471,1961,Rent,0,2,$53615,lucalee910@yahoo.com
456,Harper Brooks,"62 Second Ln., Metairie, Louisiana",4331047334,1938,Rent,0,0,$228087,harper.brooks239@aol.com
457,Miles Peterson,"15191 Fifth Dr., Apt 4054, Brandon, Florida",7993429350,2017,N/A,0,0,0,milespeterson836@protonmail.com
458,Ezra Cox,"20146 Cedar Dr., Metairie, Louisiana",3087695050,1980,Own,0,0,$204699,ezrco791@yahoo.com
459,Scarlett Cruz,"22411 Oak Dr., Metairie, Louisiana",5743035288,1921,Rent,0,4,$64569,scarlett_cru190@protonmail.com
460,Lily Wilson,"3755 Cedar Place, East Los Angeles, California",4669852721,2016,N/A,0,0,0,lilywilson863@hotmail.com
461,Gabriel Gonzalez,"28707 Ninth St., Apt 7211, Paradise, Nevada",7366059409,1972,Rent,0,0,$200328,gabrielgonzale438@protonmail.com
462,Henry Sanders,"12543 Sixth Blvd., Arlington, Virginia",2156993991,1988,Rent,0,0,$155875,henr-sander354@yahoo.com
463,Josiah Diaz,"19138 Oak Ave, Apt 9239, Sunrise Manor, Nevada",3049424544,1980,Own,0,0,$179386,josia.dia435@outlook.com
464,Henry King,"5682 Fifth Ave, Paradise, Nevada",3448863183,2003,Rent,0,0,$70366,henry-king161@yahoo.com
465,Emma Reed,"23133 Fifth St., Brandon, Florida",5212415808,1959,Own,0,0,$121326,emma.reed323@outlook.com
466,Harper James,"18896 Fourth St., East Los Angeles, California",6320548730,2004,N/A,0,0,$196469,harpe-jame906@hotmail.com
467,Peyton White,"2563 Cedar Place, Apt 7163, Brandon, Florida",5241868997,2006,N/A,0,0,0,peytonwhit608@gmail.com
468,Nora Hughes,"4377 Third Blvd., Apt 5694, Metairie, Louisiana",5148442747,1988,Rent,0,0,$225627,nor.hughes458@gmail.com
469,Riley Anderson,"27982 Cedar Place, Arlington, Virginia",3321579717,1928,Rent,0,3,$76253,rileanderso19@yahoo.com
470,Ellie Bell,"30033 First Blvd., East Los Angeles, California",6565296412,2002,Rent,0,0,$144395,elli_bel915@gmail.com
471,Avery Lee,"29941 Fifth Place, Enterprise, Nevada",7723840765,1975,Rent,0,0,$156771,aver-le653@aol.com
472,Aria Anderson,"16818 First Ave, Apt 7596, Sunrise Manor, Nevada",5161838655,2007,N/A,0,0,0,aria_anderson717@hotmail.com
473,Madison Roberts,"30082 Eighth Blvd., Arlington, Virginia",5450728609,1928,Own,0,0,$184012,madiso_robert387@yahoo.com
474,Caden Powell,"23277 Third Blvd., Sunrise Manor, Nevada",8312959388,1940,Rent,0,0,$138449,cadepowell680@aol.com
475,Charlotte Reed,"28859 Fourth Place, Apt 4852, Enterprise, Nevada",2897666127,1984,Own,0,0,$61788,charlottreed680@protonmail.com
476,Jayden Butler,"13961 Second Blvd., Apt 8279, East Los Angeles, California",9593131178,1922,Rent,0,0,$218051,jaydebutler719@yahoo.com
477,Michael Williams,"6396 First Ln., East Los Angeles, California",8236488424,1975,Own,0,0,$203493,michaewilliams945@hotmail.com
478,Luca Sanchez,"32357 Park Dr., Apt 6169, Brandon, Florida",4312887080,1980,Rent,0,0,$136734,lucasanchez983@aol.com
479,Maya Thomas,"1646 Oak Ln., Apt 5642, Sunrise Manor, Nevada",5019994650,2008,N/A,0,0,0,maya_thomas677@gmail.com
480,Madison Richardson,"219 Tenth St., Sunrise Manor, Nevada",2727269438,1933,Rent,0,0,$136247,madisorichardso219@yahoo.com
481,Henry Diaz,"489 Sixth Place, Apt 7014, Enterprise, Nevada",5365439171,1961,Own,0,0,$211147,henr_dia397@hotmail.com
482,Carter Evans,"857 Second Dr., Apt 2519, Enterprise, Nevada",6526479847,1968,Rent,0,0,$112218,carte_evan365@protonmail.com
483,Benjamin Fisher,"28076 Third Dr., East Los Angeles, California",3564600118,1949,Rent,0,0,$194334,benjami.fishe304@protonmail.com
484,Jackson Ward,"30623 Tenth Place, Apt 4799, Brandon, Florida",3700848813,1941,Own,0,0,$179008,jackso.war32@outlook.com
485,Lily Hall,"10109 Park Ave, Apt 1357, Brandon, Florida",4109556150,1957,Rent,0,0,$75311,lil.hal728@gmail.com
486,Wyatt Brown,"25592 Ninth Ave, Paradise, Nevada",7087838701,2007,N/A,0,0,0,wyat.brow256@protonmail.com
487,Kinsley Diaz,"17446 First Ln., Sunrise Manor, Nevada",7137802591,1994,Rent,0,0,$20389,kinsley_dia498@gmail.com
488,James Wilson,"20615 Fourth Dr., Apt 6203, Sunrise Manor, Nevada",8056842116,1948,Rent,0,0,$245650,james_wilson280@aol.com
489,Isaiah Flores,"32485 Tenth St., Enterprise, Nevada",5616831174,2014,N/A,0,0,0,isaiahflore692@yahoo.com
490,Isaac Thompson,"30146 Fifth St., East Los Angeles, California",5497499110,2017,N/A,0,0,0,isaa-thompso118@yahoo.com
491,Miles Walker,"23665 Sixth Place, Apt 8858, Brandon, Florida",9013636151,1973,Rent,1,1,$222942,mileswalke347@aol.com
492,Cameron Clark,"28691 Seventh Ln., Paradise, Nevada",5541590233,2009,N/A,0,0,0,cameron-clark447@aol.com
493,Wyatt Gutierrez,"21163 Fifth St., Apt 3117, Enterprise, Nevada",6966790316,1944,Rent,0,0,$83380,wyatt_gutierrez855@outlook.com
494,Mila Lopez,"2700 Cedar Dr., Metairie, Louisiana",6858915451,1930,Rent,0,0,$36706,milalope789@aol.com
495,Carson Parker,"8308 Fourth St., Sunrise Manor, Nevada",3447776179,2003,Own,0,0,$79820,carso-parke220@protonmail.com
496,Logan Taylor,"16627 Seventh St., Metairie, Louisiana",2413787352,1994,Rent,0,2,$185838,loga.taylor863@outlook.com
497,Jace Cruz,"12716 Ninth Blvd., Apt 8751, Spring Valley, Nevada",7484905893,1945,Own,0,0,$110405,jac-cru469@aol.com
498,Wyatt Harris,"19552 Tenth St., Apt 5933, Arlington, Virginia",2231777170,1971,Rent,0,2,$170862,wyatt_harris340@yahoo.com
499,Daniel Price,"27501 Cedar Place, Arlington, Virginia",6730090026,1924,Rent,1,0,$36478,danie.pric589@protonmail.com
500,Jack Garcia,"29651 Seventh St., Brandon, Florida",4004672443,1977,Rent,0,4,$238183,jac-garcia219@yahoo.com
501,Caden Thompson,"21608 Eighth St., Enterprise, Nevada",9630488670,1947,Own,0,0,$198760,cade_thompso349@hotmail.com
502,Ryan Kelly,"4289 Eighth Place, Paradise, Nevada",3427436633,1999,Own,0,1,$178513,ryankell642@hotmail.com
503,Kinsley Watson,"3708 Third Ave, Apt 2136, Metairie, Louisiana",9691510529,1989,Rent,0,0,$239110,kinsley.watson513@gmail.com
504,Maya Thomas,"6896 Tenth Ln., East Los Angeles, California",5078093150,1985,Rent,0,4,$90883,maythoma152@outlook.com
505,Aiden Perry,"2956 Second Blvd., Spring Valley, Nevada",9264200520,1921,Rent,0,2,$217619,aide.perry735@yahoo.com
506,Paisley Martinez,"13083 Seventh Blvd., Apt 656, Spring Valley, Nevada",5102242578,2002,Rent,0,2,$241636,paisley_martinez851@hotmail.com
507,William Watson,"22054 Second Ave, Arlington, Virginia",5001923884,1936,Rent,0,4,$237447,william.watson951@outlook.com
508,Caden Richardson,"8531 Eighth Ave, Paradise, Nevada",6120470066,2013,N/A,0,0,0,caden_richardso167@outlook.com
509,Isaiah Morales,"26108 Oak Ave, Apt 1302, Metairie, Louisiana",6297500992,1983,Rent,0,0,$189972,isaiah.morale185@gmail.com
510,Elena Sullivan,"5575 Seventh Dr., Brandon, Florida",2745567359,1943,Own,0,0,$196322,elenasulliva971@hotmail.com
511,Carson Hall,"76 Sixth Blvd., Apt 2052, Arlington, Virginia",3609793230,1936,Rent,0,0,$141310,carso-hal318@aol.com
512,Peyton Evans,"23090 Sixth Place, Sunrise Manor, Nevada",5545203234,2001,Own,0,2,$215368,peytonevans462@outlook.com
513,Nora Nelson,"197 Second St., Apt 5137, Sunrise Manor, Nevada",7260152390,1992,Own,0,0,$103014,nor-nelson698@gmail.com
514,Noah Garcia,"27964 Fourth St., Apt 2525, Brandon, Florida",8499677042,1953,Rent,1,0,$24097,noahgarci773@outlook.com
515,Penelope Jackson,"17671 Sixth Ln., Sunrise Manor, Nevada",5394852956,2005,N/A,0,0,$243876,penelopjackson614@gmail.com
516,Alexander Turner,"16611 Seventh St., Apt 9038, Arlington, Virginia",3808470556,2020,N/A,0,0,0,alexanderturner135@gmail.com
517,Layla Sullivan,"32924 Eighth St., Metairie, Louisiana",9696683003,1977,Rent,0,0,$127362,layl-sullivan627@yahoo.com
518,Jackson Taylor,"12692 Sixth Ave, Spring Valley, Nevada",2786287339,2001,Own,0,0,$69450,jackson.taylor155@gmail.com
519,Caleb Powell,"25517 Eighth Dr., Apt 3024, Spring Valley, Nevada",6049522398,1941,Own,1,0,$232548,caleb.powel400@yahoo.com
520,Aria Ortiz,"22322 Ninth Blvd., Apt 1759, Spring Valley, Nevada",3482600441,2007,N/A,0,0,0,aria-orti698@outlook.com
521,Zoe Hall,"568 Fourth St., Spring Valley, Nevada",2776262190,1965,Rent,0,0,$158432,zoe-hall6@protonmail.com
522,Gabriel Green,"12792 Oak Ln., Apt 4648, East Los Angeles, California",7591350793,2008,N/A,0,0,0,gabrie.green173@protonmail.com
523,Nora Diaz,"32309 First St., Apt 9474, East Los Angeles, California",5307251221,1995,Rent,0,0,$168740,nora_diaz41@aol.com
524,Lincoln Jackson,"8972 Park Place, Sunrise Manor, Nevada",3637664337,1976,Rent,0,1,$208916,lincol_jackson387@yahoo.com
525,Oliver Baker,"18432 Cedar St., Brandon, Florida",4189325326,1953,Own,0,0,$162435,olive_baker419@hotmail.com
526,Charlie Cook,"32442 Cedar Place, Sunrise Manor, Nevada",7052920343,1986,Rent,0,0,$217659,charlie_cook778@gmail.com
527,Luca Murphy,"18136 Fifth Ln., Metairie, Louisiana",8926403272,1989,Rent,0,3,$174854,luca_murphy454@protonmail.com
528,Mia Evans,"9184 Fourth Blvd., Apt 1528, Brandon, Florida",9109539872,1935,Own,0,0,$156659,mievan254@protonmail.com
529,Miles Morris,"27976 First Dr., Apt 3264, Arlington, Virginia",6338240548,1963,Rent,0,0,$74529,miles-morri9@protonmail.com
530,Leo Martin,"18818 Park Ln., Apt 4000, East Los Angeles, California",5632677975,1985,Own,0,0,$55389,le-martin37@aol.com
531,Paisley Jones,"28434 Seventh Ave, Apt 7864, Enterprise, Nevada",7390963965,1938,Rent,0,0,$124956,paisle.jone8@gmail.com
532,Mason Nguyen,"31810 Third Ave, East Los Angeles, California",4313879777,1921,Rent,0,0,$118731,mason.nguye447@protonmail.com
533,Lily Ross,"19741 Ninth St., East Los Angeles, California",2604896134,1987,Rent,0,0,$99963,lil-ros282@gmail.com
534,Wyatt Jenkins,"27568 First St., Apt 9115, Brandon, Florida",3248673456,1958,Own,0,0,$242987,wyat_jenkin685@yahoo.com
535,Charlotte Ward,"10974 Tenth Dr., Enterprise, Nevada",9024682626,1972,Rent,0,0,$182205,charlott_ward659@outlook.com
536,Sophia Smith,"4758 Eighth Dr., Apt 4830, Sunrise Manor, Nevada",6761511321,1973,Rent,0,2,$173255,sophiasmith812@hotmail.com
537,Chloe Butler,"20255 First Dr., Enterprise, Nevada",9354714226,1989,Own,0,0,$83950,chloe-butler181@yahoo.com
538,Leo Cook,"22553 Ninth St., Apt 2645, Spring Valley, Nevada",3114831109,1991,Own,1,0,$123030,leo.coo105@gmail.com
539,Camilla Miller,"19500 Second Blvd., Apt 4434, Metairie, Louisiana",5242607540,1953,Rent,2,4,$242143,camill-mille9@protonmail.com
540,Nova Roberts,"12225 First Blvd., Apt 3914, Metairie, Louisiana",4980381978,1950,Own,0,2,$127074,novroberts970@hotmail.com
541,Carson Moore,"1798 Third Dr., Enterprise, Nevada",9373674436,1923,Rent,0,0,$158517,carso_moore956@protonmail.com
542,Aurora Fisher,"24299 Oak Place, Metairie, Louisiana",5075980712,1977,Rent,0,0,$203884,aurora.fisher692@gmail.com
543,Layla Reyes,"858 Third Ln., Apt 5346, Sunrise Manor, Nevada",6109457606,1931,Own,0,0,$201337,layla_reye600@outlook.com
544,Leah Rodriguez,"17208 Cedar St., Brandon, Florida",8165577118,1962,Own,0,0,$185637,lea.rodrigue805@aol.com
545,Leah Ward,"13098 Third Dr., Sunrise Manor, Nevada",5080415311,1921,Own,0,0,$207165,leah-ward794@hotmail.com
546,Ella Adams,"21773 Ninth Ave, East Los Angeles, California",6133122077,1990,Rent,0,0,$57890,ell.adam188@yahoo.com
547,Adalyn Wright,"26777 Sixth Ave, Sunrise Manor, Nevada",5001864932,2019,N/A,0,0,0,adaly-wright886@hotmail.com
548,Emma Jenkins,"22504 Sixth Blvd., Apt 5547, East Los Angeles, California",6044010462,2019,N/A,0,0,0,emma.jenkins143@gmail.com
549,Mia Murphy,"20852 Sixth Ln., Apt 2865, East Los Angeles, California",4968812870,2008,N/A,0,0,0,miamurphy547@protonmail.com
550,Jayden White,"11186 Eighth St., East Los Angeles, California",9371730148,1931,Rent,0,4,$39216,jayden_white780@aol.com
551,Penelope Johnson,"12736 Eighth Place, Apt 288, Metairie, Louisiana",8589767335,1978,Rent,1,0,$113035,penelope-johnson163@hotmail.com
552,Muhammad Reed,"15595 Third Blvd., Sunrise Manor, Nevada",5686639222,1980,Own,0,0,$65795,muhammad.reed898@aol.com
553,Amelia Diaz,"11805 Tenth St., Metairie, Louisiana",7244625663,1925,Rent,0,0,$133445,ameli.dia913@aol.com
554,Peyton Anderson,"3222 First Place, Apt 7373, Enterprise, Nevada",2755493435,1965,Rent,1,4,$61635,peyto.anderso38@protonmail.com
555,Caden Fisher,"17777 Park Dr., Apt 5737, Metairie, Louisiana",2007560719,2018,N/A,0,0,0,caden-fishe231@outlook.com
556,Lily Bennett,"30421 Tenth Place, Enterprise, Nevada",6585931681,1992,Own,1,2,$33155,lily-bennet222@protonmail.com
557,Lily Brown,"4297 Seventh St., Enterprise, Nevada",9610726660,1946,Rent,0,0,$182864,lil-brow563@protonmail.com
558,Mateo Collins,"25623 Fourth Dr., Apt 9583, East Los Angeles, California",8746352999,2019,N/A,0,0,0,mate_collins351@aol.com
559,Adalyn Foster,"15967 Fifth Blvd., Sunrise Manor, Nevada",4436081992,1982,Rent,0,2,$203527,adalyn-foste109@gmail.com
560,Carson Thomas,"27561 Oak Dr., Spring Valley, Nevada",6281323117,1975,Rent,0,2,$23845,carso.thomas125@gmail.com
561,Carson Smith,"26835 Third Place, Paradise, Nevada",8938619523,1973,Rent,0,0,$28728,carson_smith366@yahoo.com
562,Paisley Cox,"18034 Cedar Ave, Spring Valley, Nevada",5885399282,1935,Rent,1,4,$55500,paisley_co837@outlook.com
563,Samuel Watson,"25745 Cedar Ave, Metairie, Louisiana",2370206940,2021,N/A,0,0,0,samuewatson847@protonmail.com
564,Eliana Stewart,"29282 Seventh Blvd., Apt 7363, Sunrise Manor, Nevada",6477306232,1990,Own,0,0,$151963,eliana.stewar540@yahoo.com
565,Julian Jenkins,"17190 Tenth Ave, Enterprise, Nevada",6030766130,1947,Rent,0,0,$52366,julianjenkins482@hotmail.com
566,Aria Torres,"2895 Ninth Blvd., Brandon, Florida",5010485011,1942,Rent,0,0,$204535,ari.torres175@gmail.com
567,Abigail Campbell,"11158 Sixth St., Apt 9043, Paradise, Nevada",9955776815,1975,Rent,1,0,$87971,abigai.campbell550@protonmail.com
568,Ava Smith,"27447 Fifth Blvd., Apt 8842, East Los Angeles, California",9984082439,1994,Own,1,0,$145219,av-smit436@protonmail.com
569,Olivia Thomas,"13322 Eighth Ave, Enterprise, Nevada",8229174131,1993,Own,0,2,$223675,olivia_thomas737@protonmail.com
570,Ella Brown,"14801 Second Blvd., Apt 7640, Spring Valley, Nevada",3723484921,1930,Own,0,0,$61251,ellabrown21@hotmail.com
571,Lincoln Murphy,"10449 Fifth Ln., Apt 6315, Sunrise Manor, Nevada",2177893171,1932,Rent,0,2,$102419,lincol.murph704@hotmail.com
572,Mila Kelly,"22997 Second St., Apt 8171, Sunrise Manor, Nevada",2408691118,1938,Rent,0,4,$90910,milakell871@protonmail.com
573,Jacob Ross,"18916 Eighth Dr., Sunrise Manor, Nevada",5497457375,1940,Own,0,0,$183515,jaco.ross519@yahoo.com
574,Luna Martinez,"6459 First Ln., Apt 7547, Enterprise, Nevada",2860378796,1991,Own,0,0,$204050,luna_martine834@yahoo.com
575,Nova Diaz,"2192 Sixth Dr., Apt 8197, Arlington, Virginia",4605035388,1953,Rent,0,0,$26423,nova_diaz61@outlook.com
576,Ellie Wood,"30187 Third Blvd., Apt 3169, Spring Valley, Nevada",4461158930,1935,Rent,0,2,$233984,ellie_wood584@outlook.com
577,Jackson Gonzalez,"8025 First Blvd., Apt 7796, Sunrise Manor, Nevada",4066506936,1999,Rent,0,2,$38525,jackso.gonzale584@gmail.com
578,Jack Nelson,"7904 Sixth Place, Apt 6829, Enterprise, Nevada",9117179976,2000,Own,0,1,$175539,jac.nelson251@hotmail.com
579,Lila Wilson,"26572 Second St., Apt 7158, Enterprise, Nevada",9920120744,1944,Own,0,0,$75637,lilwilso79@outlook.com
580,Scarlett Robinson,"23949 Third Place, Apt 2273, Spring Valley, Nevada",7889447615,1945,Rent,0,2,$67757,scarletrobinson99@outlook.com
581,Penelope Phillips,"19234 First Ave, Apt 2866, Enterprise, Nevada",4405414267,1978,Own,0,0,$42401,penelopphillip162@aol.com
582,Mia Davis,"4342 Fifth Blvd., Apt 3303, Spring Valley, Nevada",7721563235,1931,Rent,1,0,$237008,mi_davis221@hotmail.com
583,Emilia Jackson,"2814 Third St., Enterprise, Nevada",9367300188,1991,Rent,0,0,$65971,emili_jackson162@hotmail.com
584,Penelope Adams,"26949 Second Ln., Apt 5142, Spring Valley, Nevada",9989076802,1995,Rent,0,0,$19307,penelope.adams600@aol.com
585,Muhammad Cooper,"1169 Seventh Ln., Paradise, Nevada",4441927175,1990,Rent,0,0,$130614,muhammadcoope701@aol.com
586,Madison Ross,"11600 Fourth Blvd., Apt 780, Paradise, Nevada",6112375308,1980,Rent,0,0,$36196,madisonros622@hotmail.com
587,Caleb Cox,"28804 Fifth Ave, Metairie, Louisiana",3056285680,1939,Rent,0,0,$207727,cale_cox542@aol.com
588,Chloe Torres,"373 Fourth Ave, Brandon, Florida",9580984347,1963,Rent,0,2,$37369,chlotorres633@aol.com
589,Charlie Diaz,"30542 Fifth Dr., Apt 122, Paradise, Nevada",6483637735,2014,N/A,0,0,0,charlie-diaz677@gmail.com
590,James Walker,"16194 Sixth Ave, Arlington, Virginia",6932966772,1970,Rent,0,0,$127569,jamewalke393@aol.com
591,Henry Parker,"20701 Second Place, Apt 641, Brandon, Florida",7926341603,2009,N/A,0,0,0,henr-parke548@gmail.com
592,Ryan Mitchell,"32475 Oak Ave, Spring Valley, Nevada",7382742432,1944,Own,0,0,$31163,ryan.mitchel822@hotmail.com
593,Aubrey Harris,"30986 Fourth Dr., Apt 8894, Spring Valley, Nevada",9282630199,2003,Rent,0,0,$15983,aubre.harris938@yahoo.com
594,Gabriel Johnson,"4254 Park St., Apt 6106, East Los Angeles, California",6144736553,1947,Rent,1,0,$33541,gabrie_johnso92@hotmail.com
595,Caleb Bennett,"14967 Cedar Dr., Apt 7113, Metairie, Louisiana",7614966231,1994,Rent,1,0,$247218,calebennet941@outlook.com
596,Isabella Morris,"17490 First Place, Apt 4846, Spring Valley, Nevada",5830408356,1962,Rent,0,0,$29408,isabella-morris773@hotmail.com
597,Sophia Hughes,"21202 Fifth St., Brandon, Florida",7804211248,2013,N/A,0,0,0,sophi-hughes993@gmail.com
598,Grayson Green,"20817 Sixth St., Sunrise Manor, Nevada",2636609623,1979,Rent,0,0,$37113,graysongreen756@aol.com
599,Scarlett Cruz,"23798 Eighth Blvd., Apt 1427, Enterprise, Nevada",7913094142,1989,Rent,0,0,$226949,scarlet.cruz187@yahoo.com
600,Cameron Lee,"3588 Second St., East Los Angeles, California",4741183489,1951,Rent,0,0,$63134,cameron-lee534@outlook.com
601,Levi Hall,"19338 Park St., Apt 9760, East Los Angeles, California",3156424417,1998,Rent,0,0,$213390,levihal279@outlook.com
602,Daniel Diaz,"11426 Ninth St., Apt 750, Enterprise, Nevada",5248216601,2014,N/A,0,0,0,danieldiaz484@hotmail.com
603,Ryan Clark,"20545 Fifth Dr., Apt 549, Spring Valley, Nevada",7737816173,2001,Own,0,0,$106921,ryan_clark773@outlook.com
604,Jace Powell,"9141 Ninth Ln., Spring Valley, Nevada",9555840902,1971,Rent,0,1,$132427,jace_powel935@aol.com
605,James Clark,"1578 Tenth Ave, Apt 9201, Paradise, Nevada",6773604993,1958,Rent,0,1,$59403,jame_clar834@gmail.com
606,Sophia Hall,"15735 Seventh St., Apt 510, Sunrise Manor, Nevada",3413143282,2006,N/A,0,0,0,sophi.hal8@yahoo.com
607,Mason Stewart,"903 Cedar Place, Apt 905, Brandon, Florida",8148285145,2021,N/A,0,0,0,mason_stewart848@gmail.com
